pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url,query
38643635,,The connection of motor improvement after deep brain stimulation in Parkinson's disease and microstructural integrity of the substantia nigra and subthalamic nucleus.,Neuroimage Clin,2024,42,,103607,10.1016/j.nicl.2024.103607,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38643635,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38446651,,Amplitude Adaptive Modulation of Neural Oscillations Over Long-Term Dynamic Conditions: A Computational Study.,IEEE Trans Neural Syst Rehabil Eng,2024,32,,1154-1163,10.1109/TNSRE.2024.3370948,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38446651,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39617767,,Development of a remote therapeutic monitoring platform: applications for movement disorders.,Sci Rep,2024,14,1,29837,10.1038/s41598-024-80567-z,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39617767,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38852085,,Anesthetic Effect on the Subthalamic Nucleus in Microelectrode Recording and Local Field Potential of Parkinson's Disease.,Neuromodulation,2025,28,3,414-424,10.1016/j.neurom.2024.04.002,,,,,2025-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38852085,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39353832,,Bioreactor-produced iPSCs-derived dopaminergic neuron-containing neural microtissues innervate and normalize rotational bias in a dose-dependent manner in a Parkinson rat model.,Neurotherapeutics,2024,21,5,e00436,10.1016/j.neurot.2024.e00436,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39353832,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40355788,,Usefulness of 3T MR in surgical planning for deep brain stimulation surgery: a systematic literature review.,Neurosurg Rev,2025,48,1,415,10.1007/s10143-025-03561-7,,,,,2025-05-13T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40355788,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39943307,,Activity and Behavioral Recognition Using Sensing Technology in Persons with Parkinson's Disease or Dementia: An Umbrella Review of the Literature.,Sensors (Basel),2025,25,3,,10.3390/s25030668,,,,,2025-01-23T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39943307,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40942908,,Innovative Sensor-Based Approaches for Assessing Neurodegenerative Diseases: A Brief State-of-the-Art Review.,Sensors (Basel),2025,25,17,,10.3390/s25175476,,,,,2025-09-03T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40942908,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38306648,,Risk factors for postoperative urinary retention after deep brain stimulation surgery: the role of the subthalamic nucleus.,J Neurosurg,2024,141,1,221-229,10.3171/2023.11.JNS231668,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38306648,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38150531,,A Microfluidic High-Capacity Screening Platform for Neurological Disorders.,ACS Chem Neurosci,2024,15,2,236-244,10.1021/acschemneuro.3c00409,,,,,2024-01-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38150531,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38385792,,7-Tesla Magnetic Resonance Imaging Scanning in Deep Brain Stimulation for Parkinson's Disease: Improving Visualization of the Dorsolateral Subthalamic Nucleus.,Mov Disord Clin Pract,2024,11,4,373-380,10.1002/mdc3.13982,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38385792,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38228772,,Parkinson's disease detection based on features refinement through L1 regularized SVM and deep neural network.,Sci Rep,2024,14,1,1333,10.1038/s41598-024-51600-y,,,,,2024-01-16T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38228772,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40188880,,Multi-day recordings and adaptive stimulation protocols for in-home collection of deep brain stimulation intracranial recordings.,J Neurosci Methods,2025,418,,110442,10.1016/j.jneumeth.2025.110442,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40188880,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38507231,,A neoteric annotation on the advances in combination therapy for Parkinson's disease: nanocarrier-based combination approach and future anticipation. Part II: nanocarrier design and development in focus.,Expert Opin Drug Deliv,2024,21,3,437-456,10.1080/17425247.2024.2331216,,,,,2024-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38507231,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39043070,,Intraoperative DBS targeting of the globus pallidus internus by using motor evoked potentials.,J Neurol Sci,2024,463,,123141,10.1016/j.jns.2024.123141,,,,,2024-08-15T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39043070,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39163186,,A Data-Driven Exploration and Prediction of Deep Brain Stimulation Effects on Gait in Parkinson's Disease.,IEEE J Biomed Health Inform,2025,29,7,4647-4658,10.1109/JBHI.2024.3446548,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39163186,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40325753,,"Functioning, emotion, and pain perception of individuals with Parkinson's disease after deep brain stimulation surgery.",J Bodyw Mov Ther,2025,42,,763-768,10.1016/j.jbmt.2025.01.025,,,,,2025-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40325753,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39617935,,Neuronal activity features of the subthalamic nucleus associated with optimal deep brain stimulation electrode insertion path in Parkinson's disease.,Eur J Neurosci,2024,60,12,6987-7005,10.1111/ejn.16630,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39617935,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39001075,,Differential Responses to Low- and High-Frequency Subthalamic Nucleus Deep Brain Stimulation on Sensor-Measured Components of Bradykinesia in Parkinson's Disease.,Sensors (Basel),2024,24,13,,10.3390/s24134296,,,,,2024-07-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39001075,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40301455,,A swin transformer and CNN fusion framework for accurate Parkinson disease classification in MRI.,Sci Rep,2025,15,1,15117,10.1038/s41598-025-93671-5,,,,,2025-04-29T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40301455,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38499137,,Enhancing Attentional Performance in Parkinson's Disease: The Impact of Combined Deep Brain Stimulation of the Substantia Nigra Pars Reticulata and the Subthalamic Nucleus.,Am J Med,2024,137,7,673-676,10.1016/j.amjmed.2024.03.019,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38499137,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39089180,,Analysis of diffusion changes in cerebral tissues of Parki̇nson's patients who underwent subthalamic nucleus deep brain stimulation: Correlation of improvements in motor and neuropsychiatric symptoms.,Clin Neurol Neurosurg,2024,244,,108439,10.1016/j.clineuro.2024.108439,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39089180,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
39018311,,Machine learning for predicting cognitive decline within five years in Parkinson's disease: Comparing cognitive assessment scales with DAT SPECT and clinical biomarkers.,PLoS One,2024,19,7,e0304355,10.1371/journal.pone.0304355,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39018311,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38996391,,"Deep brain stimulation in Latin America in comparison with the US and Europe in a real-world population: indications, demographics, techniques, technology, and adverse events.",J Neurosurg,2024,141,6,1587-1594,10.3171/2024.4.JNS23924,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38996391,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
36797194,,Pilot Study to Investigate the Use of In-Clinic Sensing to Identify Optimal Stimulation Parameters for Deep Brain Stimulation Therapy in Parkinson's Disease.,Neuromodulation,2024,27,3,509-519,10.1016/j.neurom.2023.01.006,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/36797194,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
34357840,,Evaluation of the effect of bilateral subthalamic nucleus deep brain stimulation on fatigue in Parkinson's Disease as measured by the non-motor symptoms scale.,Br J Neurosurg,2024,38,3,712-715,10.1080/02688697.2021.1961681,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/34357840,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38354427,,Decreased brain volume may be associated with the occurrence of peri-lead edema in Parkinson's disease patients with deep brain stimulation.,Parkinsonism Relat Disord,2024,121,,106030,10.1016/j.parkreldis.2024.106030,,,,,2024-04-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38354427,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38308317,,A multicenter double-blind randomized crossover study comparing the impact of dorsal subthalamic nucleus deep brain stimulation versus standard care on apathy in Parkinson's disease: a study protocol.,Trials,2024,25,1,104,10.1186/s13063-024-07938-9,,,,,2024-02-03T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38308317,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
40274625,,Ventral STN stimulation is associated with improved axial motor outcomes in Parkinson's disease.,J Neural Transm (Vienna),2025,132,7,1031-1040,10.1007/s00702-025-02931-1,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40274625,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
38906529,,Exploring the local field potential signal from the subthalamic nucleus for phase-targeted auditory stimulation in Parkinson's disease.,Brain Stimul,2024,17,4,769-779,10.1016/j.brs.2024.06.007,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38906529,"(""Parkinson Disease""[MeSH Terms] OR parkinson*[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""digital biomarker*"" OR smartphone* OR ""mobile app*"" OR ""deep brain stimulation"" OR DBS OR ""machine learning"" OR ""artificial intelligence"" OR AI) AND (2024:2025[dp]) AND humans[MeSH Terms]"
